time,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,T,H
24.3,3284.125,886.375,1413.5,3282,2584.625,2973.125,270,3793.25,3678,3730.375,36,45.33
24.4,3285,887.125,1413.5,3279.125,2579.75,2970.25,270.125,3791.625,3676.875,3728,36,45.3
24.5,3285.625,887.875,1413.5,3276.25,2574.875,2967.375,270.125,3790.125,3675.625,3725.625,36,45.31
24.6,3286.125,888.75,1413.625,3273.125,2570,2964.375,270.25,3788.375,3674.375,3723.125,36,45.25
24.7,3286.75,889.625,1413.625,3270.125,2565,2961.375,270.25,3786.75,3673.125,3720.875,35.99,45.27
24.8,3287.125,890.375,1413.625,3267.125,2560.125,2958.5,270.25,3785,3671.875,3718.25,35.97,45.27
24.9,3287.5,891,1413.625,3264.125,2555,2955.625,270.25,3783.375,3670.5,3715.625,35.99,45.24
25.0,3287.75,891.875,1413.625,3261,2550,2952.75,270.25,3781.625,3669.25,3713.125,36,45.27
25.1,3288,892.625,1413.625,3257.875,2545,2949.875,270.25,3779.875,3667.875,3710.625,36.03,45.24
25.2,3288.125,893.5,1413.625,3254.875,2539.875,2947,270.25,3778,3666.5,3708.125,36,45.25
25.3,3288.25,894.125,1413.625,3251.625,2534.75,2944.125,270.25,3776.125,3665.125,3705.5,36,45.25
25.4,3288.25,894.875,1413.625,3248.5,2529.625,2941.375,270.25,3774.375,3663.75,3703.125,36,45.22
25.5,3288.25,895.5,1413.75,3245.25,2524.5,2938.375,270.375,3772.5,3662.375,3700.625,36.02,45.22
25.6,3288.125,896.25,1413.75,3242,2519.375,2935.625,270.375,3770.625,3660.875,3698.125,35.99,45.18
25.7,3288,897,1413.75,3238.625,2514.25,2932.75,270.125,3768.75,3659.5,3695.625,35.99,45.15
25.8,3287.75,897.625,1413.75,3235.375,2509.125,2930,270.375,3766.875,3658,3693,36,45.18
25.9,3287.5,898.375,1413.75,3232.125,2504,2927.125,270.25,3764.875,3656.5,3690.25,36,45.18
26.0,3287.25,899,1413.75,3228.875,2498.875,2924.5,270.25,3763,3655.125,3687.5,36,45.19
26.1,3286.875,899.625,1413.875,3225.5,2493.875,2921.625,270,3761.125,3653.625,3684.75,36.02,45.19
26.2,3286.5,900.25,1413.875,3222.125,2488.75,2918.875,270.25,3759.125,3652.125,3682,36.02,45.1
26.3,3286,900.875,1413.875,3218.75,2483.75,2916.125,270.125,3757.125,3650.625,3679.125,36.02,45.14
26.4,3285.5,901.5,1413.875,3215.375,2478.625,2913.25,270.25,3755.125,3649,3676.25,36,45.11
26.5,3285,902.125,1414,3212,2473.75,2910.5,270.25,3753.125,3647.375,3673.375,36,45.14
26.6,3284.375,902.75,1414,3208.625,2468.625,2907.625,270.125,3751,3645.875,3670.375,36,45.14
26.7,3283.75,903.375,1414,3205.25,2463.625,2904.875,270.125,3749,3644.25,3667.5,36,45.12
26.8,3283,903.875,1414,3201.75,2458.625,2902.125,270,3746.875,3642.625,3664.625,35.99,45.11
26.9,3282.375,904.5,1414,3198.25,2453.625,2899.375,270.125,3744.875,3641,3661.625,35.99,45.11
27.0,3281.5,905,1414,3194.75,2448.625,2896.625,270,3742.75,3639.375,3658.625,35.99,45.12
27.1,3280.75,905.625,1414,3191.25,2443.625,2893.875,270,3740.625,3637.75,3655.625,36.02,45.1
27.2,3279.875,906.125,1414,3187.75,2438.625,2891.125,270,3738.5,3636,3652.625,36,45.07
27.3,3279,906.625,1414.125,3184.25,2433.625,2888.375,269.875,3736.375,3634.375,3649.625,36,45.08
27.4,3278,907.125,1414.125,3180.625,2428.625,2885.75,269.875,3734.25,3632.75,3646.5,36,45.08
27.5,3277.125,907.625,1414.125,3177,2423.75,2883,269.875,3732.125,3631,3643.375,35.99,45.08
27.6,3276,908.125,1414.125,3173.375,2418.875,2880.375,269.875,3729.875,3629.25,3640.25,35.99,45.03
27.7,3275,908.5,1414.125,3169.75,2414.125,2877.625,269.875,3727.75,3627.5,3636.875,36.02,45.06
27.8,3274,909.125,1414.125,3166.125,2409.125,2875,269.75,3725.5,3625.75,3633.75,36,45.03
27.9,3272.875,909.5,1414.125,3162.5,2404.375,2872.375,269.75,3723.375,3624,3630.5,36.03,45.05
28.0,3271.75,910,1414.125,3158.75,2399.625,2869.75,269.875,3721.125,3622.25,3627.25,35.99,44.99
28.1,3270.625,910.375,1414.125,3155.125,2394.875,2867.125,269.75,3718.875,3620.5,3624,36,44.99
28.2,3269.375,910.875,1414.125,3151.375,2390.125,2864.5,269.75,3716.625,3618.625,3620.75,36,44.95
28.3,3268.125,911.25,1414.125,3147.625,2385.375,2862,269.625,3714.375,3616.875,3617.5,36.02,44.95
28.4,3266.875,911.75,1414.25,3144,2380.625,2859.375,269.75,3712,3615,3614.125,36,44.92
28.5,3265.625,912.125,1414.25,3140.25,2376,2856.875,269.75,3709.75,3613.25,3610.875,35.99,44.99
28.6,3264.375,912.5,1414.25,3136.5,2371.25,2854.375,269.75,3707.5,3611.375,3607.625,36,44.92
28.7,3263,913,1414.125,3132.75,2366.625,2851.75,269.5,3705.125,3609.625,3604.375,36.02,44.92
28.8,3261.625,913.25,1414.125,3129,2362,2849.25,269.5,3702.75,3607.75,3601.125,35.99,44.92
28.9,3260.25,913.75,1414.25,3125.125,2357.5,2846.75,269.375,3700.5,3605.875,3597.875,36,44.89
29.0,3258.875,914,1414.25,3121.375,2353,2844.25,269.5,3698,3604,3594.5,35.99,44.9
29.1,3257.375,914.375,1414.25,3117.625,2348.5,2841.75,269.5,3695.625,3602.125,3591.125,35.99,44.89
29.2,3255.875,914.625,1414.25,3113.875,2344,2839.25,269.375,3693.25,3600.25,3587.75,35.99,44.86
29.3,3254.5,915.125,1414.25,3110.125,2339.625,2836.75,269.5,3690.875,3598.375,3584.25,35.99,44.85
29.4,3253,915.375,1414.25,3106.25,2335.25,2834.375,269.5,3688.5,3596.5,3580.875,35.99,44.84
29.5,3251.5,915.75,1414.25,3102.5,2331,2831.875,269.375,3686,3594.625,3577.375,36,44.82
29.6,3249.875,916.125,1414.25,3098.625,2326.75,2829.625,269.25,3683.5,3592.625,3573.875,35.97,44.82
29.7,3248.375,916.375,1414.375,3094.875,2322.375,2827.125,269.375,3681.125,3590.75,3570.375,36,44.82
29.8,3246.75,916.625,1414.375,3091,2318.125,2824.75,269.25,3678.625,3588.75,3566.75,36,44.82
29.9,3245.125,917,1414.375,3087.125,2313.875,2822.25,269.375,3676.125,3586.875,3563.25,35.97,44.8
30.0,3243.5,917.25,1414.375,3083.375,2309.75,2819.875,269.125,3673.75,3584.875,3559.75,36,44.78
